 MODEL DESIGNATION: MW_center           
 MODEL GENERATED: Mon Nov 28 15:05:08 2022

              RESULTS FOR THE **STELLAR** WIND POWER AND ENERGY

                             POWER [ERG/SEC]                  ENERGY [ERG]               MOMENTUM FLUX [DYN]      
    TIME           ALL      OB      RSG      LBV       WR          ALL         ALL      OB      RSG      LBV       WR        
 .10000E+05      39.937   39.937   13.593  -30.000  -30.000      51.436      31.689   31.689    7.419  -30.000  -30.000
 .11000E+06      39.943   39.943   13.593  -30.000  -30.000      52.483      31.699   31.699    7.419  -30.000  -30.000
 .21000E+06      39.950   39.950   13.593  -30.000  -30.000      52.767      31.708   31.708    7.419  -30.000  -30.000
 .31000E+06      39.956   39.956   13.593  -30.000  -30.000      52.940      31.717   31.717    7.419  -30.000  -30.000
 .41000E+06      39.962   39.962   13.593  -30.000  -30.000      53.064      31.726   31.726    7.419  -30.000  -30.000
 .51000E+06      39.968   39.968   13.593  -30.000  -30.000      53.162      31.735   31.735    7.419  -30.000  -30.000
 .61000E+06      39.974   39.974   13.593  -30.000  -30.000      53.243      31.744   31.744    7.419  -30.000  -30.000
 .71000E+06      39.979   39.979   13.593  -30.000  -30.000      53.312      31.753   31.753    7.419  -30.000  -30.000
 .81000E+06      39.985   39.985   13.593  -30.000  -30.000      53.372      31.762   31.762    7.419  -30.000  -30.000
 .91000E+06      39.990   39.990   13.593  -30.000  -30.000      53.426      31.772   31.772    7.419  -30.000  -30.000
 .10100E+07      39.996   39.996   13.593  -30.000  -30.000      53.474      31.781   31.781    7.419  -30.000  -30.000
 .11100E+07      40.001   40.001   13.593  -30.000  -30.000      53.518      31.790   31.790    7.419  -30.000  -30.000
 .12100E+07      40.005   40.005   13.593  -30.000  -30.000      53.558      31.799   31.799    7.419  -30.000  -30.000
 .13100E+07      40.010   40.010   13.593  -30.000  -30.000      53.595      31.808   31.808    7.419  -30.000  -30.000
 .14100E+07      40.013   40.013   13.593  -30.000  -30.000      53.629      31.817   31.817    7.419  -30.000  -30.000
 .15100E+07      40.015   40.015   13.593  -30.000  -30.000      53.662      31.825   31.825    7.419  -30.000  -30.000
 .16100E+07      40.016   40.016   13.593  -30.000  -30.000      53.691      31.832   31.832    7.419  -30.000  -30.000
 .17100E+07      40.016   40.016   13.593  -30.000  -30.000      53.719      31.838   31.838    7.419  -30.000  -30.000
 .18100E+07      40.013   40.013   13.593  -30.000  -30.000      53.746      31.842   31.842    7.419  -30.000  -30.000
 .19100E+07      40.007   40.007   13.593  -30.000  -30.000      53.770      31.844   31.844    7.419  -30.000  -30.000
 .20100E+07      39.997   39.997   13.593  -30.000  -30.000      53.792      31.842   31.842    7.419  -30.000  -30.000
 .21100E+07      39.983   39.983   13.593  -30.000  -30.000      53.813      31.837   31.837    7.419  -30.000  -30.000
 .22100E+07      39.962   39.962   13.593  -30.000  -30.000      53.832      31.824   31.824    7.419  -30.000  -30.000
 .23100E+07      39.932   39.932   13.593  -30.000  -30.000      53.849      31.804   31.804    7.419  -30.000  -30.000
 .24100E+07      39.946   39.946   13.593  -30.000  -30.000      53.866      31.837   31.837    7.419  -30.000  -30.000
 .25100E+07      39.970   39.970   13.593  -30.000  -30.000      53.883      31.887   31.887    7.419  -30.000  -30.000
 .26100E+07      40.016   40.016   13.593  -30.000  -30.000      53.901      31.970   31.970    7.419  -30.000  -30.000
 .27100E+07      40.026   40.026   13.593  -30.000  -30.000      53.919      32.012   32.012    7.419  -30.000  -30.000
 .28100E+07      40.009   40.009   13.593  -30.000  -30.000      53.936      32.022   32.022    7.419  -30.000  -30.000
 .29100E+07      40.094   39.988   13.593   37.803   39.415      53.955      32.144   32.021    7.419   30.803   31.448
 .30100E+07      40.202   39.955   13.593   37.917   39.833      53.978      32.257   31.991    7.419   30.917   31.873
 .31100E+07      40.265   39.923   13.593   37.983   39.997      54.004      32.322   31.963    7.419   30.983   32.036
 .32100E+07      40.306   39.911   13.593   37.950   40.079      54.031      32.343   31.961    7.419   30.950   32.079
 .33100E+07      40.290   39.908   13.593   37.890   40.054      54.055      32.333   31.973    7.419   30.890   32.054
 .34100E+07      40.277   39.908   33.178   37.853   40.031      54.077      32.331   31.996   27.002   30.853   32.033
 .35100E+07      40.221   39.787   33.598   37.809   40.019      54.096      32.265   31.863   27.422   30.809   32.019
 .36100E+07      40.161   39.646   33.541   37.707   40.000      54.111      32.192   31.696   27.364   30.707   32.003
 .37100E+07      40.120   39.536   13.593   37.584   39.987      54.125      32.147   31.580    7.419   30.584   31.992
 .38100E+07      40.068   39.470   34.570   37.504   39.940      54.137      32.099   31.534   28.394   30.504   31.945
 .39100E+07      39.913   39.537   35.331   37.307   39.675      54.145      31.989   31.691   29.155   30.307   31.665
 .40100E+07      39.806   39.491   35.654   37.087   39.516      54.151      31.917   31.665   29.478   30.087   31.544
 .41100E+07      39.721   39.449   35.887   36.287   39.389      54.156      31.867   31.643   29.711   29.287   31.461
 .42100E+07      39.647   39.405   36.022   36.003   39.278      54.161      31.806   31.611   29.845   29.003   31.349
 .43100E+07      39.621   39.351   36.188   35.579   39.286      54.165      31.776   31.554   30.012   28.579   31.358
 .44100E+07      39.578   39.308   36.299  -30.000   39.244      54.168      31.736   31.512   30.123  -30.000   31.314
 .45100E+07      39.542   39.268   36.382  -30.000   39.211      54.171      31.703   31.474   30.206  -30.000   31.279
 .46100E+07      39.492   39.223   36.367  -30.000   39.157      54.174      31.658   31.436   30.191  -30.000   31.221
 .47100E+07      39.434   39.209   36.324  -30.000   39.039      54.177      31.616   31.438   30.148  -30.000   31.095
 .48100E+07      39.395   39.134   36.345  -30.000   39.049      54.179      31.554   31.346   30.169  -30.000   31.084
 .49100E+07      39.383   39.110   36.318  -30.000   39.051      54.181      31.545   31.334   30.142  -30.000   31.082
 .50100E+07      39.332   39.101   36.285  -30.000   38.946      54.183      31.517   31.343   30.109  -30.000   30.981
 .51100E+07      39.278   39.093   36.256  -30.000   38.817      54.185      31.491   31.354   30.080  -30.000   30.858
 .52100E+07      39.199   39.054   36.310  -30.000   38.650      54.186      31.410   31.281   30.134  -30.000   30.720
 .53100E+07      39.155   39.045   36.314  -30.000   38.500      54.188      31.381   31.276   30.138  -30.000   30.574
 .54100E+07      39.141   39.050   36.281  -30.000   38.413      54.189      31.378   31.291   30.105  -30.000   30.488
 .55100E+07      39.110   39.030   36.259  -30.000   38.330      54.190      31.355   31.277   30.083  -30.000   30.401
 .56100E+07      39.073   39.002   36.228  -30.000   38.250      54.191      31.323   31.251   30.051  -30.000   30.316
 .57100E+07      39.017   38.960   36.204  -30.000   38.099      54.192      31.272   31.210   30.028  -30.000   30.155
 .58100E+07      38.961   38.911   36.190  -30.000   37.997      54.193      31.222   31.162   30.014  -30.000   30.042
 .59100E+07      38.903   38.867   36.188  -30.000   37.782      54.193      31.172   31.120   30.011  -30.000   29.805
 .60100E+07      38.827   38.789   36.207  -30.000   37.736      54.194      31.097   31.036   30.031  -30.000   29.758
 .61100E+07      38.816   38.781   36.190  -30.000   37.698      54.195      31.102   31.045   30.014  -30.000   29.720
 .62100E+07      38.836   38.807   36.158  -30.000   37.640      54.195      31.142   31.095   29.982  -30.000   29.662
 .63100E+07      38.847   38.823   36.135  -30.000   37.569      54.196      31.169   31.128   29.959  -30.000   29.591
 .64100E+07      38.750   38.725   36.230  -30.000   37.463      54.196      31.031   30.968   30.054  -30.000   29.485
 .65100E+07      38.712   38.701   36.250  -30.000   37.048      54.197      30.999   30.939   30.074  -30.000   29.070
 .66100E+07      38.682   38.680   36.281  -30.000  -30.000      54.197      30.973   30.910   30.105  -30.000  -30.000
 .67100E+07      38.670   38.669   36.282  -30.000  -30.000      54.197      30.961   30.896   30.106  -30.000  -30.000
 .68100E+07      38.659   38.657   36.289  -30.000  -30.000      54.198      30.950   30.882   30.113  -30.000  -30.000
 .69100E+07      38.626   38.624   36.301   35.558  -30.000      54.198      30.892   30.808   30.124   28.558  -30.000
